date	open	high	low	close	volume	market_cap
Jan 03, 2019	1.02	1.02	1.01	1.01	44,694,265	208,015,368
Jan 02, 2019	1.01	1.02	1.01	1.02	57,073,643	210,227,305
Jan 01, 2019	1.02	1.02	1.01	1.01	38,102,381	209,271,175
Dec 31, 2018	1.01	1.02	1.00	1.01	49,184,194	207,986,470
Dec 30, 2018	1.02	1.03	1.01	1.01	47,063,763	207,286,489
Dec 29, 2018	1.01	1.04	1.01	1.02	55,522,929	210,285,310
Dec 28, 2018	1.02	1.02	0.989826	1.01	68,367,500	208,457,470
Dec 27, 2018	1.02	1.03	1.01	1.02	65,308,415	210,266,433
Dec 26, 2018	1.01	1.02	1.01	1.01	65,790,509	208,916,909
Dec 25, 2018	1.01	1.03	1.01	1.01	88,892,450	209,086,053
Dec 24, 2018	1.01	1.02	1.00	1.01	85,495,650	208,895,047
Dec 23, 2018	1.01	1.02	1.01	1.01	55,282,926	210,509,014
Dec 22, 2018	1.01	1.02	0.998596	1.01	46,876,478	210,866,622
Dec 21, 2018	1.02	1.02	1.01	1.02	77,128,070	211,323,822
Dec 20, 2018	1.02	1.02	1.01	1.02	86,507,149	213,120,689
Dec 19, 2018	1.01	1.02	1.01	1.02	71,690,303	215,130,490
Dec 18, 2018	1.02	1.02	1.01	1.01	55,525,766	215,300,013
Dec 17, 2018	1.02	1.02	1.01	1.02	46,558,693	215,429,302
Dec 16, 2018	1.02	1.02	1.01	1.02	29,656,140	215,657,347
Dec 15, 2018	1.02	1.02	1.01	1.02	30,433,297	215,213,214
Dec 14, 2018	1.01	1.02	1.01	1.01	34,405,645	214,633,082
Dec 13, 2018	1.02	1.02	1.01	1.02	32,127,667	214,278,650
Dec 12, 2018	1.02	1.03	1.02	1.02	28,322,499	212,294,717
Dec 11, 2018	1.02	1.03	1.02	1.02	29,120,342	212,156,021
Dec 10, 2018	1.02	1.03	1.02	1.02	32,156,870	209,986,849
Dec 09, 2018	1.02	1.03	1.01	1.02	37,120,596	209,267,485
Dec 08, 2018	1.01	1.03	1.01	1.02	43,720,360	210,116,174
Dec 07, 2018	1.02	1.02	1.00	1.01	59,547,968	202,950,446
Dec 06, 2018	1.01	1.02	0.998809	1.02	41,326,846	202,488,179
Dec 05, 2018	1.02	1.02	1.01	1.01	28,605,066	201,453,510
Dec 04, 2018	1.01	1.02	1.00	1.02	26,453,946	198,806,109
Dec 03, 2018	1.01	1.03	1.01	1.01	26,199,409	197,802,917
Dec 02, 2018	1.01	1.02	1.01	1.02	22,340,622	198,289,661
Dec 01, 2018	1.01	1.03	1.00	1.02	28,394,097	198,068,670
Nov 30, 2018	1.01	1.02	1.01	1.01	36,088,158	196,588,949
Nov 29, 2018	1.01	1.02	1.01	1.01	42,686,469	194,509,372
Nov 28, 2018	1.01	1.02	1.01	1.01	55,490,700	193,765,144
Nov 27, 2018	1.01	1.02	0.999170	1.01	40,141,800	193,494,949
Nov 26, 2018	1.01	1.03	1.01	1.01	51,753,200	185,897,153
Nov 25, 2018	1.01	1.03	0.981923	1.02	69,179,600	187,235,066
Nov 24, 2018	1.01	1.03	1.00	1.02	48,606,400	186,685,629
Nov 23, 2018	1.01	1.02	1.00	1.01	41,455,800	182,167,455
Nov 22, 2018	1.01	1.02	1.01	1.02	29,865,100	183,324,131
Nov 21, 2018	1.02	1.03	1.00	1.01	54,142,300	172,667,629
Nov 20, 2018	1.01	1.04	0.991138	1.02	86,187,600	166,782,323
Nov 19, 2018	1.01	1.03	1.00	1.01	52,885,900	161,651,711
Nov 18, 2018	1.01	1.02	1.01	1.01	14,594,900	161,447,688
Nov 17, 2018	1.02	1.02	1.01	1.01	14,883,400	161,246,853
Nov 16, 2018	1.02	1.02	1.01	1.01	25,559,600	160,767,256
Nov 15, 2018	1.02	1.03	1.01	1.02	43,802,400	160,662,888
Nov 14, 2018	1.01	1.03	0.998060	1.01	47,771,200	159,859,332
Nov 13, 2018	1.01	1.02	1.01	1.01	16,488,900	159,789,278
Nov 12, 2018	1.00	1.01	1.00	1.01	17,088,700	159,259,054
Nov 11, 2018	1.01	1.01	1.00	1.00	11,874,300	158,353,656
Nov 10, 2018	1.01	1.01	1.00	1.01	14,076,100	159,008,989
Nov 09, 2018	1.00	1.01	0.999220	1.01	16,106,700	158,862,131
Nov 08, 2018	1.00	1.01	0.998241	1.00	19,672,300	159,371,246
Nov 07, 2018	1.00	1.00	0.995643	1.00	22,920,800	159,654,457
Nov 06, 2018	1.00	1.00	0.995120	0.999308	24,095,100	162,636,725
Nov 05, 2018	0.979664	1.01	0.978959	0.999527	23,266,000	169,754,417
Nov 04, 2018	1.00	1.01	0.984655	0.984655	23,413,500	172,923,423
Nov 03, 2018	1.00	1.00	1.00	1.00	20,209,800	175,869,420
Nov 02, 2018	1.01	1.01	0.991620	1.00	28,137,400	172,640,726
Nov 01, 2018	0.998532	1.04	0.998027	1.01	28,479,900	173,823,256
Oct 31, 2018	1.01	1.01	0.995865	0.998645	25,643,200	172,800,738
Oct 30, 2018	1.01	1.01	1.00	1.01	25,891,600	176,317,762
Oct 29, 2018	1.01	1.02	1.01	1.01	33,086,800	178,969,255
Oct 28, 2018	1.01	1.01	1.00	1.01	24,142,100	179,458,618
Oct 27, 2018	1.01	1.01	1.01	1.01	25,670,400	176,547,901
Oct 26, 2018	1.01	1.01	1.01	1.01	22,832,600	176,320,171
Oct 25, 2018	1.01	1.01	1.01	1.01	22,041,600	176,574,895
Oct 24, 2018	1.01	1.01	1.01	1.01	19,338,900	176,748,784
Oct 23, 2018	1.01	1.02	1.01	1.01	18,143,500	177,389,749
Oct 22, 2018	1.02	1.03	1.01	1.01	19,253,200	167,791,789
Oct 21, 2018	1.01	1.02	1.00	1.02	15,612,600	169,427,898
Oct 20, 2018	1.01	1.02	1.00	1.01	14,880,700	168,311,377
Oct 19, 2018	1.01	1.02	1.01	1.01	15,645,100	165,741,834
Oct 18, 2018	1.02	1.02	1.01	1.01	18,473,700	160,565,830
Oct 17, 2018	1.02	1.03	1.01	1.02	16,734,500	161,248,208
Oct 16, 2018	1.03	1.04	1.02	1.03	18,223,700	162,830,264
Oct 15, 2018	1.03	1.15	1.03	1.03	73,370,100	157,347,700
Oct 14, 2018	1.02	1.04	1.02	1.03	14,506,200	140,004,648
Oct 13, 2018	1.02	1.03	1.01	1.02	12,101,400	137,946,095
Oct 12, 2018	1.02	1.02	1.00	1.01	11,879,400	134,579,263
Oct 11, 2018	1.01	1.04	1.01	1.02	23,953,600	126,403,868
Oct 10, 2018	1.00	1.01	1.00	1.01	9,795,570	119,637,816
Oct 09, 2018	1.00	1.01	0.998374	1.01	6,238,840	119,215,825
Oct 08, 2018	1.00	1.01	0.995656	1.00	9,814,050	116,721,416
Oct 07, 2018	1.00	1.01	0.999931	1.00	10,667,600	118,682,089
Oct 06, 2018	1.00	1.01	1.00	1.00	10,075,400	118,517,138
Oct 05, 2018	1.00	1.01	0.995832	1.00	11,477,000	118,440,330
Oct 04, 2018	1.01	1.01	0.998137	1.00	13,426,000	117,762,672
Oct 03, 2018	1.01	1.02	0.998924	1.01	16,821,700	119,655,447
Oct 02, 2018	1.00	1.01	0.999185	1.01	15,235,100	107,678,461
Oct 01, 2018	1.00	1.01	0.998040	1.00	15,807,500	107,147,805
Sep 30, 2018	1.00	1.01	0.994362	1.00	13,637,100	103,649,357
Sep 29, 2018	1.00	1.01	0.993361	1.00	8,760,270	103,994,120
Sep 28, 2018	0.998464	1.01	0.992951	1.00	18,858,600	103,948,167
Sep 27, 2018	1.00	1.01	0.983740	0.999420	28,380,300	93,472,289
Sep 26, 2018	1.00	1.01	0.996038	1.00	22,869,700	93,753,604
Sep 25, 2018	1.00	1.01	0.995625	0.999358	25,032,000	93,476,549
Sep 24, 2018	0.999625	1.01	0.996280	1.00	20,399,200	93,701,223
Sep 23, 2018	0.998826	1.01	0.994567	0.999492	20,854,500	93,489,082
Sep 22, 2018	0.996094	1.01	0.987963	0.997740	20,272,100	93,325,206
Sep 21, 2018	1.00	1.02	0.987063	0.994986	28,670,200	93,067,607
Sep 20, 2018	1.00	1.01	0.995968	1.00	13,312,200	93,787,886
Sep 19, 2018	1.01	1.01	0.977344	1.00	16,681,200	93,774,816
Sep 18, 2018	1.01	1.04	0.995811	1.00	20,369,200	91,711,349
Sep 17, 2018	1.00	1.02	0.997845	1.02	20,900,900	87,071,381
Sep 16, 2018	1.00	1.01	0.999148	1.00	11,051,800	85,566,764
Sep 15, 2018	1.00	1.01	0.996838	1.00	10,610,100	85,484,877
Sep 14, 2018	1.00	1.02	0.996637	1.00	12,805,900	85,405,549
Sep 13, 2018	1.00	1.01	0.993545	1.00	15,747,200	82,573,157
Sep 12, 2018	1.00	1.01	0.995820	1.00	13,654,500	82,327,337
Sep 11, 2018	1.00	1.02	0.998395	1.00	13,388,100	82,546,848
Sep 10, 2018	1.00	1.01	0.993695	1.00	9,678,550	78,849,418
Sep 09, 2018	1.00	1.02	0.983573	1.01	14,261,100	79,045,777
Sep 08, 2018	1.01	1.02	1.00	1.00	16,224,500	77,673,007
Sep 07, 2018	1.01	1.02	0.998973	1.01	13,862,000	78,139,633
Sep 06, 2018	1.01	1.02	0.994745	1.00	20,596,300	77,569,463
Sep 05, 2018	1.00	1.02	0.998897	1.01	21,540,200	73,913,462
Sep 04, 2018	1.00	1.01	0.995121	1.00	13,886,600	73,187,754
Sep 03, 2018	0.999307	1.01	0.996742	1.00	12,615,200	73,053,417
Sep 02, 2018	1.00	1.01	0.995695	0.997898	10,949,400	72,855,417
Sep 01, 2018	1.00	1.00	0.992041	0.999304	13,371,600	72,958,068
Aug 31, 2018	1.00	1.01	0.996328	1.00	12,729,100	73,250,541
Aug 30, 2018	1.00	1.01	0.996108	1.00	15,429,600	72,664,863
Aug 29, 2018	1.00	1.01	0.997199	1.00	13,335,800	72,956,178
Aug 28, 2018	0.998782	1.00	0.996891	1.00	14,480,500	72,943,804
Aug 27, 2018	1.00	1.01	0.995995	1.00	13,619,000	72,646,185
Aug 26, 2018	1.00	1.01	1.00	1.00	12,319,900	72,959,137
Aug 25, 2018	1.00	1.01	0.999319	1.00	11,370,300	72,468,602
Aug 24, 2018	1.00	1.01	0.996645	1.00	13,087,500	68,450,343
Aug 23, 2018	1.00	1.01	0.998110	1.00	12,404,300	68,187,864
Aug 22, 2018	1.00	1.02	0.992632	1.00	17,490,200	66,219,825
Aug 21, 2018	1.01	1.01	0.998604	1.00	10,370,600	65,370,926
Aug 20, 2018	0.999287	1.01	0.997345	1.01	10,760,300	65,624,818
Aug 19, 2018	1.00	1.01	0.995830	1.00	9,264,480	65,288,036
Aug 18, 2018	1.00	1.01	0.997788	1.00	13,326,500	65,526,916
Aug 17, 2018	1.00	1.01	0.998264	1.00	12,359,900	64,589,390
Aug 16, 2018	1.00	1.01	0.997804	1.00	13,275,100	64,601,644
Aug 15, 2018	1.00	1.01	0.998857	1.00	16,490,800	60,065,301
Aug 14, 2018	1.00	1.02	0.997702	1.00	17,556,200	58,951,085
Aug 13, 2018	1.00	1.01	0.996895	1.00	13,063,700	61,025,923
Aug 12, 2018	1.00	1.01	0.994995	0.999114	10,103,500	60,749,511
Aug 11, 2018	1.00	1.01	0.991569	1.01	15,162,300	61,163,947
Aug 10, 2018	1.00	1.02	0.998154	1.00	14,337,100	59,436,866
Aug 09, 2018	1.00	1.01	0.991522	1.00	12,954,100	59,417,950
Aug 08, 2018	1.00	1.02	0.996486	1.00	17,905,300	58,539,802
Aug 07, 2018	1.00	1.02	0.997577	1.01	13,231,600	59,190,590
Aug 06, 2018	1.00	1.01	0.997767	1.00	9,780,390	59,143,851
Aug 05, 2018	0.998287	1.00	0.997862	1.00	9,381,490	59,508,014
Aug 04, 2018	0.999539	1.00	0.994419	0.998554	12,139,600	59,375,652
Aug 03, 2018	1.00	1.01	0.997583	0.999310	20,301,600	59,190,764
Aug 02, 2018	1.01	1.01	0.997786	1.00	10,831,600	60,732,747
Aug 01, 2018	1.00	1.01	0.997648	1.00	19,847,000	57,997,599
Jul 31, 2018	0.999696	1.01	0.996944	1.00	14,254,900	60,265,080
Jul 30, 2018	0.997587	1.00	0.993424	0.997611	12,403,700	61,823,406
Jul 29, 2018	0.996151	1.00	0.994523	0.996794	8,585,920	62,396,123
Jul 28, 2018	0.997417	1.00	0.996121	0.997438	8,310,820	62,436,435
Jul 27, 2018	0.999193	1.00	0.993513	0.997876	12,020,800	62,463,852
Jul 26, 2018	0.994762	1.00	0.991581	0.998275	11,817,300	67,469,473
Jul 25, 2018	0.984832	0.999197	0.980924	0.994881	13,378,500	69,377,595
Jul 24, 2018	0.994907	0.999135	0.988076	0.992829	12,618,400	70,220,885
Jul 23, 2018	0.993843	0.999111	0.988179	0.995327	12,463,100	71,823,297
Jul 22, 2018	0.995547	0.999810	0.989655	0.995051	10,988,700	76,467,015
Jul 21, 2018	0.999473	1.00	0.988937	0.994945	11,532,200	76,458,869
Jul 20, 2018	0.990659	1.00	0.985918	1.00	14,205,300	76,888,076
Jul 19, 2018	0.987846	0.997819	0.987846	0.990538	13,534,900	77,213,921
Jul 18, 2018	0.993998	0.998208	0.984068	0.990425	24,940,300	78,137,931
Jul 17, 2018	0.999986	1.00	0.986025	0.993879	17,808,300	80,374,468
Jul 16, 2018	0.997372	1.00	0.990589	0.997772	13,561,000	78,865,554
Jul 15, 2018	0.998802	1.00	0.996306	0.997629	9,804,710	79,111,691
Jul 14, 2018	1.00	1.00	0.996894	0.999191	8,146,890	79,235,557
Jul 13, 2018	0.997054	1.01	0.994525	1.00	11,545,200	79,392,666
Jul 12, 2018	0.997570	1.01	0.993927	0.999116	14,698,100	79,207,133
Jul 11, 2018	1.00	1.01	0.995102	0.998765	11,917,700	79,523,006
Jul 10, 2018	0.987531	1.00	0.983742	0.999373	19,726,800	79,927,342
Jul 09, 2018	0.996223	0.998439	0.982562	0.988466	13,212,200	80,327,128
Jul 08, 2018	1.02	1.02	0.990034	0.996563	17,873,900	85,295,544
Jul 07, 2018	1.00	1.02	1.00	1.02	12,595,100	87,265,562
Jul 06, 2018	1.01	1.01	0.991367	1.00	13,368,400	85,908,719
Jul 05, 2018	0.994406	1.01	0.989825	1.01	13,775,200	88,868,216
Jul 04, 2018	1.00	1.01	0.988027	0.993169	13,744,900	87,472,158
Jul 03, 2018	0.994112	1.01	0.994112	1.01	15,218,600	88,520,324
Jul 02, 2018	1.00	1.01	0.970057	0.994216	19,226,300	88,417,464
Jul 01, 2018	0.998266	1.00	0.997515	1.00	12,893,700	83,970,989
Jun 30, 2018	1.00	1.00	0.997355	0.998189	17,015,700	83,640,763
Jun 29, 2018	1.00	1.01	0.995902	1.00	17,755,100	83,606,700
Jun 28, 2018	0.999749	1.00	0.982344	1.00	18,233,000	80,355,185
Jun 27, 2018	1.00	1.00	0.995413	0.999132	14,032,600	80,054,080
Jun 26, 2018	0.999298	1.00	0.976273	0.999955	18,880,600	80,120,022
Jun 25, 2018	1.00	1.00	0.988105	0.999381	22,197,900	72,846,924
Jun 24, 2018	0.996250	1.01	0.987782	1.00	30,437,400	73,131,859
Jun 23, 2018	1.01	1.01	0.992338	0.997356	15,467,200	72,699,318
Jun 22, 2018	1.00	1.01	0.996705	1.01	24,849,300	67,340,222
Jun 21, 2018	1.00	1.00	0.997919	1.00	14,183,400	62,664,693
Jun 20, 2018	1.00	1.01	0.999254	1.00	17,136,400	62,610,865
Jun 19, 2018	1.01	1.01	1.00	1.00	15,558,000	62,283,551
Jun 18, 2018	1.01	1.02	1.00	1.01	17,222,100	62,494,701
Jun 17, 2018	1.01	1.01	1.00	1.01	12,531,000	49,897,230
Jun 16, 2018	1.01	1.01	1.00	1.01	13,706,100	49,726,442
Jun 15, 2018	1.01	1.01	1.00	1.01	15,217,200	49,907,102
Jun 14, 2018	1.01	1.01	0.999235	1.01	24,114,400	48,998,385
Jun 13, 2018	1.02	1.02	0.996142	1.01	30,939,000	48,806,719
Jun 12, 2018	1.00	1.02	1.00	1.02	15,674,000	45,252,557
Jun 11, 2018	1.01	1.02	0.998123	1.00	16,138,000	44,041,746
Jun 10, 2018	1.00	1.02	0.995519	1.00	23,847,900	44,069,822
Jun 09, 2018	1.00	1.01	0.999693	0.999944	10,642,400	43,866,446
Jun 08, 2018	1.00	1.01	1.00	1.00	11,594,500	43,940,919
Jun 07, 2018	1.00	1.01	0.997937	1.00	13,952,900	44,042,672
Jun 06, 2018	1.00	1.01	0.997357	1.00	13,016,400	43,584,401
Jun 05, 2018	1.00	1.01	1.00	1.00	15,273,500	43,711,926
Jun 04, 2018	1.00	1.01	1.00	1.00	14,681,500	43,572,739
Jun 03, 2018	1.00	1.01	0.995483	1.00	13,479,900	43,510,686
Jun 02, 2018	1.00	1.01	0.995758	1.00	11,562,800	43,520,666
Jun 01, 2018	1.00	1.01	0.997248	1.00	12,170,900	43,510,686
May 31, 2018	1.00	1.01	0.992595	1.00	12,759,200	41,480,247
May 30, 2018	1.00	1.01	0.990778	0.997775	9,076,290	38,538,517
May 29, 2018	1.02	1.02	0.989950	1.00	11,720,700	38,727,198
May 28, 2018	1.01	1.02	1.00	1.02	9,679,280	39,456,041
May 27, 2018	1.01	1.02	1.00	1.01	6,362,030	39,137,390
May 26, 2018	1.02	1.03	0.996599	1.01	6,314,380	38,916,071
May 25, 2018	1.00	1.03	0.999560	1.02	8,279,870	33,924,688
May 24, 2018	1.01	1.03	0.988115	1.00	11,999,700	33,269,892
May 23, 2018	0.998142	1.11	0.980378	1.01	31,960,900	33,445,913
May 22, 2018	1.09	1.21	0.992740	1.00	26,288,500	18,593,005
May 21, 2018	1.01	1.11	1.01	1.09	5,740,730	20,144,247
May 20, 2018	1.02	1.02	1.01	1.01	1,616,580	16,805,640
May 19, 2018	1.01	1.02	1.00	1.01	861,689	16,844,650
May 18, 2018	1.01	1.02	0.999680	1.01	1,864,150	16,736,585
May 17, 2018	1.01	1.02	0.972980	1.01	3,660,000	16,291,634
May 16, 2018	1.00	1.36	0.993125	1.01	16,597,600	16,364,017
May 15, 2018	0.999260	1.01	0.991543	1.00	651,311	13,430,852
May 14, 2018	0.996395	1.01	0.987611	1.00	706,008	13,413,156
May 13, 2018	0.996563	1.00	0.989326	0.996396	630,560	13,347,430
May 12, 2018	0.994274	1.01	0.984963	0.996941	1,241,670	13,354,730
May 11, 2018	0.999953	1.01	0.989846	0.999016	1,947,220	13,382,526
May 10, 2018	0.997841	1.00	0.991448	0.999081	434,857	11,972,695
May 09, 2018	0.995377	1.01	0.990607	0.998063	645,831	11,960,495
May 08, 2018	1.01	1.01	0.988040	1.00	530,015	12,020,618
May 07, 2018	0.998608	1.01	0.990809	1.00	1,011,150	12,039,663
May 06, 2018	0.997822	1.01	0.990698	0.997977	1,070,340	11,974,235
May 05, 2018	0.993807	1.01	0.992197	0.997400	911,993	11,967,312
May 04, 2018	1.00	1.00	0.991858	0.994183	722,743	11,928,712
May 03, 2018	0.996561	1.01	0.991738	0.999906	856,968	11,997,380
May 02, 2018	0.996239	1.01	0.992028	0.995539	802,290	11,944,982
May 01, 2018	0.999409	1.01	0.991028	0.997720	1,040,720	11,971,151
Apr 30, 2018	0.994559	1.01	0.987744	0.999102	751,246	11,987,733
Apr 29, 2018	1.01	1.01	0.991974	0.994838	1,297,700	11,936,571
Apr 28, 2018	1.00	1.02	0.989707	1.01	729,946	12,066,179
Apr 27, 2018	1.01	1.01	0.991058	0.997251	1,747,910	11,980,091
Apr 26, 2018	1.00	1.01	0.993067	1.01	1,607,780	12,091,801
Apr 25, 2018	0.995182	1.01	0.985791	0.996150	3,664,970	11,966,864
Apr 24, 2018	0.991360	1.00	0.952299	1.00	1,494,160	12,064,531
Apr 23, 2018	0.991811	1.00	0.986597	0.996925	825,197	9,743,062
Apr 22, 2018	1.00	1.01	0.985880	0.998857	1,184,730	9,761,944
Apr 21, 2018	0.989886	1.01	0.987937	1.01	1,920,660	9,857,457
Apr 20, 2018	1.01	1.01	0.984619	0.991088	1,856,480	9,686,017
Apr 19, 2018	1.01	1.01	0.990650	0.998710	1,474,770	9,760,507
Apr 18, 2018	0.999774	1.02	0.986373	1.00	1,883,270	9,823,715
Apr 17, 2018	0.998573	1.01	0.990441	0.994880	1,665,870	9,733,025
Apr 16, 2018	1.00	1.01	0.994757	0.998114	2,861,680	9,764,664
Apr 15, 2018	1.01	1.02	0.993790	1.00	3,089,420	9,603,749
Apr 14, 2018	1.01	1.02	0.986084	1.01	3,937,500	9,661,475
Apr 13, 2018	1.01	1.02	0.995964	1.01	2,514,640	9,626,518
Apr 12, 2018	1.01	1.03	0.994800	1.01	3,940,870	9,621,545
Apr 11, 2018	0.999510	1.01	0.994931	1.01	803,442	9,663,623
Apr 10, 2018	1.01	1.01	0.995461	0.999562	816,891	9,558,926
Apr 09, 2018	1.01	1.02	0.996886	1.01	1,364,890	9,644,975
Apr 08, 2018	1.01	1.02	0.999721	1.01	617,041	9,655,303
Apr 07, 2018	1.01	1.02	0.934734	1.01	802,142	9,641,995
Apr 06, 2018	1.01	1.02	0.996298	1.01	867,908	9,666,984
Apr 05, 2018	1.00	1.02	0.990475	1.01	1,245,700	9,667,367
Apr 04, 2018	1.00	1.02	0.992784	1.00	1,664,350	9,605,709
Apr 03, 2018	0.998044	1.01	0.989415	1.00	1,527,120	9,491,073
Apr 02, 2018	1.01	1.01	0.991269	0.997387	1,017,440	9,449,359
Apr 01, 2018	1.00	1.02	0.992281	1.01	2,178,630	9,533,423
Mar 31, 2018	1.00	1.01	0.993513	1.00	1,613,600	9,478,473
Mar 30, 2018	1.01	1.02	0.986757	0.994400	3,017,020	9,421,060
Mar 29, 2018	1.00	1.01	0.978259	1.01	2,985,780	7,989,885
Mar 28, 2018	0.992560	1.02	0.986810	1.00	951,963	7,926,175
Mar 27, 2018	0.998520	1.02	0.989418	0.999424	2,200,920	7,919,550
Mar 26, 2018	0.994993	1.01	0.982498	1.00	2,587,900	7,931,801
Mar 25, 2018	0.990601	1.01	0.987590	0.995833	825,428	7,891,095
Mar 24, 2018	1.00	1.01	0.987376	0.998900	967,029	7,915,398
Mar 23, 2018	0.994568	1.02	0.983414	0.993550	2,202,750	6,537,112
Mar 22, 2018	0.997249	1.02	0.988877	1.01	2,908,660	6,642,253
Mar 21, 2018	1.00	1.02	0.983160	0.998930	1,219,640	6,572,510
Mar 20, 2018	1.01	1.01	0.984926	1.00	1,785,010	6,586,261
Mar 19, 2018	0.969450	1.01	0.969450	1.00	2,291,760	6,612,053
Mar 18, 2018	0.998281	1.03	0.967203	0.990219	3,493,100	6,515,195
Mar 17, 2018	0.994332	1.02	0.983175	1.00	1,321,340	6,585,801
Mar 16, 2018	0.995402	1.02	0.984458	0.988581	902,615	6,504,418
Mar 15, 2018	1.01	1.02	0.984372	0.991831	2,610,810	6,525,802
Mar 14, 2018	1.00	1.02	0.979409	0.996195	1,888,930	6,536,957
Mar 13, 2018	0.986493	1.02	0.983437	1.00	1,210,120	6,584,695
Mar 12, 2018	1.01	1.01	0.981815	0.992190	1,398,700	6,510,676
Mar 11, 2018	1.00	1.03	0.980313	1.00	2,099,980	0
Mar 10, 2018	0.984210	1.02	0.978873	1.00	1,606,990	0
Mar 09, 2018	1.01	1.02	0.980459	0.995281	5,316,350	0
Mar 08, 2018	1.00	1.02	0.982284	1.02	2,401,910	0
Mar 07, 2018	0.994246	1.03	0.979871	1.00	6,274,620	0
Mar 06, 2018	0.998462	1.02	0.989891	1.01	10,643,500	0
